msno,city,bd,gender,registered_via,registration_init_time
+BO/W1yoD/hKvUocEv/c2rQ9iKASAKrQwNQXhHJ4An4=,14,30,male,9,2010-05-02
thK1f1lprMBo0i8e1GGRKAcTadzZrMAMaKQGQSl/C2M=,13,31,male,9,2010-05-23
c6d3h/5YLNH30/FcoSeRR28VicXxRhh1WebYRK9D/NQ=,15,26,female,9,2010-08-22
GYrMSKPAj6VwXc7HxP90niEB21Na5dZtTkgNtQQPpNg=,1,0,"",7,2010-09-23
at4FNWdQtaIPwwTZptRedC+wX49e7FHMUo2mP5K27MM=,13,28,female,7,2015-12-05
JCsopY7wkWZF/m7Gm5RIdwNqECAM2YyAP9uMk7M/nj0=,13,23,female,4,2015-12-13
7p1kagZRQzSJgdrdIChjf48LxJR1KRYcBx8Aj3jDYYs=,4,60,female,7,2015-12-14
co4gBU40arZ0nziWUOilvQHTdMPgE2j+qQbSUJBPWFE=,1,0,"",7,2016-07-02
L0NaDAoBE4wmYksVh0GQufkZgvj9rm8OK7339OOHWg4=,1,0,"",4,2016-07-03
xQD42idHJ71+eBheV9KXyROwTyVRGCKd7iO/C/pLYeA=,13,36,female,4,2016-08-05
NFBeIqERR703TG8cy4vZ2ylvW+2BBVINw9stM+mxSKI=,1,0,"",7,2015-08-06
8Y64YA1n5U59s7dcKxnEan4TTuMXzZVpMGjrd94MSuI=,5,30,male,9,2006-05-10
nJt6QsMmeUoJh8iQBEXV0dpTdZIdjJST6nRY1k1EnUQ=,1,0,"",7,2015-12-22
1GhPP3nGoFASqJK9vFPasDt9ObZWqBAssfIDmj4OnLI=,14,41,female,9,2006-08-10
AZJlVHIL4sNWEd0Y+hfE3/lqI/D5HD8hFc5zi/kQrto=,1,0,"",4,2016-05-09
k4dajBtmWDk01SkUAciix5ZYTTxBeGbJQ8Eee91p4DU=,1,0,"",4,2016-05-14
wBrRfJSUPDX8az0Z+DWypFO6HJ8aEK6n9RWrvT78TR8=,4,37,male,4,2015-11-15
+tU9lbjAcOBoUY3FiXlkXFDi734GMohXFSI2HJG2LLE=,1,0,"",4,2015-11-22
1VGS4De1HXJpmOVT+2+JGD6v/x94kNPKUfyXMIRx21I=,17,26,male,3,2013-04-28
99oiQD7Q6L5FiJ4RCOODMHts7t+BiI4kcZRKShZemiw=,15,54,male,3,2013-05-26
T5rHqqCeDFkzoJDrNbF0R2pVHU0S9hw2VmJq7keG2PE=,1,0,"",7,2013-06-08
gOElqkHf0hR4vwj+4PwPhewiLec3lCK57rotOMpF4Sw=,13,0,"",4,2016-04-19
gc4jVH7h7J+mJY140+t2eeN5vgVH3baKyLTmhVnTzTI=,1,0,"",7,2016-05-03
vxQNu5SogJrkeUXua+06omUd+F1wMHSc/zfX1qt3k1c=,22,33,female,4,2016-10-17
yRuExoNi6w4KMLZGYvQQEArfxo/Lk6S0VjHLYcsxWeE=,4,17,male,7,2015-06-22
tCI1h6H3fIiuS4Kz2rFNfvQERoeoCCV3u6mdJ9iU6R4=,5,27,female,3,2015-07-19
ln9gM934+rj4/RR4VpYZ5ooLSitmcMdY9HKahHUVDp0=,1,0,"",7,2015-11-04
r4zHhaU1gdNRS2dBgrOioWswQjFvyP+rjfx8pNADHIA=,1,0,"",7,2013-06-01
vbQCsL3p62OPT1aNhlrsvY2MemcGjxlPCmS+YRgd6AE=,15,20,male,3,2013-06-01
/EJceSIm+xDUoM0kKNEWQzUflGqolqHdTQMheDfSKiI=,22,47,male,9,2012-12-07
BbRhS4FFcNLh6mhbAALpuQ+mdzCmdEiPHuTYb1YRf/g=,1,0,"",7,2016-05-25
MY0o+VUWfWcU4jwdcH/aY2sHHWa97oC2FBUIFL+PhsI=,1,0,"",7,2016-06-02
lTZyWcKBuUqeJPAJBhNzRgleVDOrHuuRfMWKuOetmBk=,14,39,female,7,2016-06-05
HQO+VkpeTu5K9259c7eUXFeYZPPy6tPug85ZWyFJj90=,1,0,"",7,2016-01-09
JSBv/qfc8EdUezlt6S6BlIYd9LdLd6QLL7NccMP6FlY=,13,32,male,4,2016-01-13
HOsDUrpEzouhrmYdjhXnFtHnPH7KkNI0gosD24y+W5U=,1,0,"",7,2015-07-30
6hfx3mNaaL7W3BNncjTXuoUEkcdX6kISfPdHGPsU7aM=,1,0,"",7,2016-05-15
hnNcMUYjzALugUWXn0YEOY0S5z9Yb6ueFJDUZt6pHYI=,15,29,male,9,2015-05-17
Zc/1FiBJYEaQQ0DqFnP0ZJwEdRNgkSKZe1DZgNtIPn4=,1,0,"",7,2015-12-27
tczyc+0CivOjLapWoN9l8U65Zzk3HpswRsLY1TCLVcE=,1,0,"",7,2011-12-28
d6jNfUybtHVxFcBVdWg4wDY/RPrj3b3IcxIo9hF/A4I=,5,54,male,9,2012-12-16
FOlnZhG7XQlPBJSjTgrU1aR2TpWmYSRatN+m82dhAgk=,15,24,male,9,2011-11-14
oJBU7oAzv6rD6URWnYzZwjEtmCnKZnnojDPbN1TE1xI=,5,0,"",3,2013-08-19
pHijwhAIkl14kS/aj9JiDnRDopTHW3y1aloJ77r7xnE=,13,34,female,7,2010-10-26
H6VgW9TT/wZWzc+kqseczpFavKKbFu4bjbFn5fkm6/4=,4,47,male,9,2010-12-07
2P6EcrdUMtILB/IFclrSa9+HAFkFJLlKyBfsb1122KY=,1,0,"",7,2015-08-16
kyGJAnEkMqEA975krAWXI3a7EHqFkpC8Vuri8keSYVU=,17,19,male,7,2013-07-12
L4BH+GuyC7+M8zgqErWBENIkk/2xERAkYJ2vCHyBT/8=,1,0,"",7,2013-08-21
biW2LOlDJpHecQ5vZ5yPWd4c/ejLrbDB1W+LRm2BxQ8=,13,27,male,9,2014-07-11
Pjb7vrT4UwH+5u51303MPDdCZfX0xMbClPxcYXMtyfI=,1,0,"",7,2014-07-12
9wC7argHxfxoA1Fyy/epgM2Eece30mv1gqHoKkvq71Q=,5,47,male,9,2010-12-30
RWcK3VSuUQlGmsUgr+n9o4775OLbfldJW5ZIPrKGsYQ=,1,0,"",7,2016-01-17
zfmBBM5acRpA0wsyEJQBcZVc0RDGbcty0pI4NW0i8g8=,5,0,male,7,2013-09-10
X4eb/GCJCVBoIY9v1hd3vXax20FEaSGK4oo6Aqbsid4=,1,0,"",3,2013-10-12
mfV8624Ba4plcEx9QevY6XKahugLbzVJhy88akVeM68=,6,22,male,9,2007-05-09
v7drivHoMXx7vZqVvWi0O/TMiZbF8tWf9TnB9nT9bC8=,4,31,male,9,2015-05-27
NE5eP7PIe+V094uJPFuqV5uE2oH9QP5VYIiBUkemHo0=,1,0,"",3,2013-09-12
A/mpDKZ+sfnDOvmO0dMSM47RUkfvy6srfAXx+P4jzd0=,1,0,"",7,2013-09-23
3vTz9SuzZGZXhWujWCEbN/MEiX3PORuPxt494dlNA5Y=,1,0,"",7,2013-11-26
l9FppND6t4LsOBMb5WRRgUN0RqaJ2FxSuhKvjixmgs0=,1,0,"",7,2013-12-16
kErvdx65rOH60btfEFRTKXj1MvFuH9m4sD6xzBklBfM=,1,0,"",7,2013-12-28
vAlNpFwc54J4xxPs1r8fLXFA6Zix2h5U7O5VB90ZPeY=,1,0,"",7,2014-01-29
EAxZJEpU/yzL82Uzy5p06qb0RH+F1q4ufHUr0ylo/08=,12,30,female,9,2009-10-27
CFqhZplrHFuXBTDErrAAvVlWTo0deeNxCXe/SVTJfyI=,5,32,female,4,2015-11-21
lDfuGNQyUSKyTmAxrT4djsXzqEF10OMYRo4+LST3dQI=,1,0,"",9,2016-05-20
t+AAcJz7sbNKsXGT4dA2Ex4g5/cjbfKQxLLcLtu4/UA=,1,0,"",4,2016-05-27
czNXdcOsjy7R/n2EWLNqhmM4lOICAyT4w2T0Ps08WG8=,6,37,male,9,2011-02-27
4R3sIeuPbt0HXsAaXhAYnjjK+AwnqVvCp9bQfV7vbkk=,1,0,"",4,2016-04-17
XfA3NkPV0YbcL/Xr8YvdTm1Y9K9x32Rpo2i0f//lbIk=,5,38,male,3,2014-10-25
NPKbzHUqhEjkXnq5Mqkal6W+83gUSGb1MQslvL2aSo8=,4,56,female,3,2014-10-27
St/Wye2/3gzzdEbR8whDp4N7iBNX0gemRYymUp1PqhI=,1,0,"",9,2014-10-31
rVCtG+vQitL5reBkbxC/C8HtmOpXLJOlsbhc5xAx2Qo=,4,28,female,9,2011-09-30
vnUaROHG698c9yJAhg1AUxNyzRdEpOkDcdyg7imHu2c=,12,33,male,3,2014-12-29
v1q3airT8gcoqH6n/6B3uAvUmZ8CuUOxwME7pu9TTPQ=,22,28,female,3,2015-01-01
aBUJoCigkL0o+d+w0cakFuTXTSpC19u++488pvj77N0=,1,0,"",3,2013-01-18
w4p5dh9FQ3KTHa2VZQUpBfdVwqvJDB8O7W33O3ncUxU=,6,36,male,7,2010-12-05
w+iqGQh4bCrqh5tFyRMCQ6HiWmKNL4/yGWZBgL8Pzlo=,1,0,"",7,2013-09-08
JXqe3LVbw8us+0Aepviht9QX+25dQ8OkQPeNn9988TU=,1,0,"",7,2010-09-24
3zW5wFRWhJZDc+vIzhy4BV1drf960YZAzEAdAiE3rSo=,14,27,female,9,2010-10-01
IxtmfIjJbRkmAovP5ZCfJ/xfXS9bJI0A+XitRJ5Xy8s=,1,0,"",7,2017-02-21
MRpmTPjuaFvH9b+/spRtlNRRK2KzaNHfit/6R5Bd5u8=,1,0,"",4,2017-02-25
e76OgVYQ8Qah9iSm7Ll44MWcA8fyyVpJSYfusaUsL8Y=,1,0,"",7,2014-06-25
MUTWEN71jVeVFyd3N/cPjJcUrh/LMn3JjzBYmNZXlN8=,5,39,male,3,2015-05-06
eC6oX/SwTLHQwJiSmRCk9HsQL0gIJym6P5wwGo9KSpI=,1,17,female,4,2015-11-16
Tqt2uafS+o9W1pwt2kL4vBJhLGqblzRzFSrIph1IGEo=,1,0,"",7,2015-10-13
5dNWQta33T7A+iMsb65YP7qdt5vtfZkCR68CEy45U+c=,1,0,"",4,2015-10-26
HhX5dz47CPKeUrlCkFhFXHJPvVwtHjpmPFh/Xa/tps0=,1,29,male,3,2015-10-27
3IPd/8eoK7489CBBiFwE0CEvPw5a3cGw8zbKPEV2dlg=,1,0,"",7,2014-02-05
DOpigTcw/7svX5kEbf0L0PdY4/7e7uLvcri3PyBg46M=,1,0,"",7,2017-01-18
D9HbWC/MvM4gvo9yKHPFuNNBfw48go/vdYhTNhGfb9s=,1,0,"",7,2013-09-29
JYeVxwTKPdhEKsQIA5ZgfabJa12Q02QeOYTzwyeM/a4=,9,39,male,9,2016-06-21
gPkbhYU3hsJsDLkGjkoV8HshdTmGvIA4OyPsKpmNXGQ=,1,0,"",7,2013-12-01
XDvB4SpP3WjqkzGi0KdmmY0ryAZqKZv93AJaEaV4RNo=,1,0,"",7,2013-12-13
olzMSa/BhpXg0EjarsNGNWiA87eWebb4v0n0Z166u24=,1,0,"",7,2014-01-08
MjqfgxIS8ppvhl5lzypO787h3sJ7LYaH90VVOEWgmy8=,11,27,male,3,2014-01-16
6QydAvQtrDYsehsXXs+k4srR2VRkBRwy+l5EZrAsp7s=,1,0,"",7,2015-09-04
LiGljL/qacqxWfTykzV5TcJqWsz7FX5SZAKVhkynRtI=,1,0,"",7,2014-02-14
Gnw1ll5ZS+cPdLXZMFR9dFBXLJr62oZ/gh1TcJ49sfY=,13,0,"",9,2014-03-09
zKetLtwJz1h3qIUPj3qty5474qKGUNi3d8tfPQhDzv0=,22,0,"",9,2014-03-13
/Nq1asp1VXDvVFniQzZeIfI3Z2Lo2ZZmf1+65QaLICk=,1,0,"",7,2015-09-16
M9g/KjvZZael3tLkIbZwOOM6P3GmURrIp7DAXhL6GR8=,1,0,"",7,2015-10-02
yhx3x78KUQW95w0qXZEk+vRqTUiaS7G6TW+q4yCrSIU=,1,0,"",7,2015-10-10
rW2F1yqNRbkPICA5qiFNdh5B+neHlmaZfmOnZD2bY94=,1,0,"",7,2015-11-04
Mmhwvmss4WfVaDrXrxddbcpBWyxGZkZzUGGS/66drJE=,1,0,"",7,2015-11-07
e97pvaepl7wSUNAUIzxDUO2htNDb01Umsiz5auRVEjI=,1,0,"",7,2015-11-08
LoUfllMX2yJi1EoyKFWpYjwkG2nJX9pzahl9fjmjvms=,1,0,"",9,2015-06-13
Lt7AZ3ErEkOIC8KwZKDjQyl3i/ZIh9q4YH/5knSh9Ak=,1,0,"",7,2016-08-09
5PIeoh/MpbKWFpodOTg+dfM5girKL3mBOQmTzFDSB4g=,1,0,"",4,2016-08-11
AysZyMAsAsH5x5aji+Shc2/+ngHjU5lDTDynJzsGM2g=,1,0,male,3,2014-08-14
XNxwjV6YsLrWltkzYrvHZ82vLPwJ4ugY+8itWNl4LvI=,1,0,"",7,2011-02-02
CY1swFGMXnVJtEX/+O3u12OHEkvIycCNFWAGAOXdmMA=,13,0,"",7,2011-03-14
/EWFDyZ862wt2j5obqF4oG6x7fK2bdxTI/76RYYjcno=,1,0,"",7,2011-04-14
xis+D032TZ7abKgOvhwC/NRxpBVo2FRkULcak6SISdI=,13,38,"",7,2011-04-18
oZniV0JRUXDS4gHy7FoYt7UYbekBJanXrJ1S9yT+bho=,5,0,"",9,2015-05-29
eSM/AKWEtAWvMZJkX/bB1ZcCbejJtIzYdZ7/Vll8+qw=,1,0,"",4,2016-04-28
BaeEyFccTuUg2YVSWIezwOGlIzSzdM3Ybv+xSltKVoA=,1,0,"",7,2016-05-03
AHVYpI6OdNUVDEjUF8Pm2yxYg8qm+KBgXArErH3lw8I=,1,0,"",7,2013-11-09
xWeUxB9nVdKfHPi19G0T/DsDFXLRkWOPJ4A7BgOuQI8=,1,0,"",7,2013-11-22
4q0c1eOLdVHYDZymxUGl144x5BL1efPJJshPGWNuMO8=,1,0,"",7,2013-12-08
wgaMlv3slbgMlTZ/3+6myGUtHRrAPP2yY+jVndBdL8k=,1,22,female,7,2010-05-09
X52w6yFf6OKmFMTP3WWYrXkq2icWfVXH8mLq0rqKQgI=,5,45,male,3,2015-05-12
FUPQrb2K7wjcN5rSXb271ZJGtjTcWKvZs+9bRL4u2JE=,1,0,"",9,2015-08-20
JjN8cqU9m4xLBru4WwxUW0P7YtlpEmYfuQUKTHR11ZQ=,1,51,female,3,2015-01-04
BklPMVaUCE2e0aS1m07HFXuSGsQg1ToSYc+ninIkUtk=,1,0,"",7,2013-11-03
kiMxV8l5aJipHgOESnTcin6kgE8lnd6ZFZsAOl7nNfw=,1,0,"",7,2016-09-25
Gx/K9yDBaJHpoP4i8AStzQG+jH7VYKwShcfhfn5GOa4=,1,0,"",7,2012-02-15
5ejUg1h9NcXHWug/lcaQl4edshVBp4FeqVkGM0lNnUc=,21,22,male,9,2012-03-02
vv8P9rayMORBl+cPsKUMyWbPZiRz7qgGfMu7cEYvVgI=,1,0,"",7,2012-04-02
NfFqqN6sodcU9Odxvdb97mHYOFI+15RUWv/i53fByFk=,15,52,female,3,2013-10-05
ayqgKdnc1s7JYND/lUz2qB/c5f55s1U+cFhUkZuxERQ=,13,0,"",9,2014-09-16
lH2JKqcxWqRs0Z33NH218OyNBsz11ILOh0SKxzspsJs=,1,0,"",7,2014-09-29
m9b2oMjPlSoJzoB8XTB3eUXgkOMJ7uaYtreYX4m8slI=,1,0,"",9,2014-10-07
1asvqbuziJQAf5zNJ4TxlnzC5/Wf0iZ4FnpGKXsQz+w=,1,0,"",7,2016-07-19
Up5XMJo7TYPsa/p2EmmJVCaUtTYOp8Qk+X2wlmixgi8=,4,19,male,9,2016-07-23
1UIwuW70k89MqP9K80jR78zi/vmXTnHeS5UgU0rmpYo=,1,0,"",7,2016-07-30
5gHRI68HZhyOda4N8nCNpfhJYsNCq/sSzRsTK80oSZM=,5,42,female,9,2009-05-21
gtMqF/Nluh7/zpUixltVaGiO7K6baE69BrYs9Rje1iU=,1,0,"",7,2012-02-04
DRtlVzTRpy4TCOrf8lrG5uf6YN+iJA9iJwmhw+rWlTk=,18,25,male,3,2012-03-14
hffvH8bxvJjXBdIuA6TMdVn3vTGFF8Q/UE1uQjTJyU8=,9,31,female,9,2011-04-20
s+ORq44r51LnJxuvReA+hWx4TUFMNP2MZ26qQOHbMCw=,5,0,male,7,2011-05-06
IJGC0TEFaE7ARAqCyn+qh6lGKA4N5BNLrhJxHrkSi+E=,5,23,female,9,2011-06-06
c7bwq1hHqx8216qIZAvPciLdpIfhveggx5YWAGnLxXE=,1,0,"",7,2011-10-24
I0ikwUdzaBRLq3LffJU5UoXlcOmXbhvdiegpNKe3a8w=,18,44,male,9,2011-11-14
LPEDKoB+BGNjoPBCFOmM2rVYTzb07D9aVXk5IiZSlDg=,15,23,male,9,2012-04-15
TYMf2N3kmg2LaFxQmn/bF1tTnzRWjXpmA0zkGiJ43nA=,22,25,female,3,2013-12-04
yuWQ7m4Mw1YbuZq1JpzCW+pPb9DG5hWHi90IKTZgxig=,22,27,male,3,2013-12-11
x9uLm5MSREHtEniA+y4TUUO10nsiH8Urpt92UkcVtBw=,13,20,female,3,2013-02-03
Ok5RoN1YM5eFxoMm4OweBqyINwK8IAPHSJNXTKurYu8=,13,18,male,3,2014-02-11
FQQ/bVfJodpL9ZY6wtV/54/2rUbQuLIoq920w6olf+k=,1,0,"",4,2016-04-15
wEZAc9siRcXBdzU5NnHJm+W+lxr22r46O9wTNBZgR3g=,6,21,male,9,2014-02-05
ts7Sh9Qu8StF2MVibShKwL9KpplhhnVNOO8GwoNBrtQ=,22,21,"",7,2013-11-15
7Q8PW/GE3mMySbgzLZ5PRevQ4E/lkJ5h4lIYMZK7jNk=,5,21,female,9,2013-11-23
Bcjyj67P9+b9fblixIjA9kO8kbYOpBCRfQv6BQg0big=,5,0,"",3,2013-04-27
2wNj4fW3IHBaF6X2ZgGNYlxL0csuxHViDDOreYu+6qU=,11,17,female,3,2013-05-05
RUvKRzuTqiQvpdI6z1csoRAsn/8NbAqzoFtxAwXNJ2Q=,14,29,female,3,2013-06-12
+EbHVOzTPNYyLCPi1vbXdOZBiRqjqg/TMHsjxvJaFKc=,1,0,"",7,2016-02-14
mLSBKgyYsFZziuLyrwlvZB+HffVK1ZSG322KPLsVfKo=,1,0,"",4,2016-02-18
lnhtxJyjQSKewWc5gZD9F8jjUotgsI8oWTzT4pZvjMc=,13,24,male,9,2006-03-30
HNRxb2TbGQQ67b8Ga35SQTe6yG0QPHF6x1Frer2jZnY=,1,0,"",7,2014-11-21
ZLF1AZbNP3VhTcvCBlDznIQ2xPSe8pZU04fOaFlb9JI=,4,52,male,9,2005-06-12
e1vXJg0C/lWXlaWkvn5Bh0a5UqrQS0FzXQF33mh6NdE=,21,55,male,9,2005-11-24
BIsPiY739T3sPvy70dWw0aoLN7s4xQ4Jp8RIYoqtrTE=,1,0,"",4,2016-04-16
f0Fe1kijYRBFYZkvaXVOm9KNlkNwhyoGfi9bEvzA620=,15,30,male,9,2011-05-26
wGKIHwoP89JofLOVDpPQNu6WSj09hs6rbgfzD7nNE1I=,4,33,male,9,2009-08-31
UEbLiTgCVwihUv/eA0ocBXQvBk17nWBrI6qHC7JwH7I=,11,24,male,9,2007-12-02
36VJWJR4bTlXIpiNAS92KUq2zSp/aED2JEAlLckYk/s=,13,27,female,9,2008-02-18
Zmw/L5zICux/SIItp2EUaN2qFQdP6nZhdEIj3MOOxvM=,18,33,female,9,2008-07-21
aGF+SsR1IVAV/tHZWehXXG+55ffoa3Ef2mbWZsNFh/w=,13,33,male,9,2008-10-04
9Nqy9b9jgt417roz2BmIr+EMzYN5uDi7UjJz7fyu2Is=,13,23,female,3,2013-07-22
MyOaljO3Qm6X3rsoLVagZxqgpkcF75qIWdFA4mF2Nw8=,1,0,"",3,2013-08-01
bh+MDCc2ev96dgrhNcCP6yK1Q46uRe2LOAVQBAQhlEA=,22,24,male,3,2014-07-27
cs+37KcfcJtIg36aD2l97QYzVy43NOhJJswqbOXWxNI=,12,23,female,3,2013-11-23
4G8xyriGomm40id5OobMH+7KDxPXNvZzbmqzpXiTzWw=,22,0,"",9,2014-01-02
AjlSKNIN+zxVqfMnH42M2Mw+QRtmNryG/m8NIa4hxwQ=,1,0,"",3,2013-07-25
pXnDa59jM5omgZh+kAS154AXZ9CWEAa/Re/X5GB5iA0=,4,32,"",9,2015-06-18
QeIdFowmz0qZzA4dsamiwQVETL/DNatsLNiMIu6BObw=,4,27,male,3,2015-06-26
gbYKlc0vAoCLAWfnUmmbQmUTDF5gGWsJQ/5k7UnKJ74=,1,0,"",9,2015-07-04
o0YmdaCjw60QWGzIsh/PKMiFex+XpyvFuoaLODdvcfQ=,4,22,male,3,2015-07-07
GbQHOVpz7hZFcrii9Az6GnRPVN9sSSxp43dDCNQCToM=,15,26,male,3,2015-07-13
cbBAr3Aqx71Yie/VHIZvevwV8Nda9vDXXMU0OuPRQLg=,1,0,"",7,2015-11-14
wlSM/fH78ka4oFcuT4ynrKv1qbg3LeRP5P5kHWCYmhc=,1,0,"",7,2015-11-14
TtMSjaC4rYxq1mn4Dpsll5MNMXTHI/sGd4WD7qc2BEQ=,15,39,female,7,2010-12-31
mMecTlTeTWljO8Sn6pcvDEaJWoY9Zup0TQXt4YlkCsI=,1,0,"",7,2010-12-29
ITZiDR5pGIQt49BWvGiTXylaE5cn8Co5lXzAKGe68z0=,15,36,female,3,2013-03-11
u2oVVisTPvrylzqsEhxNNKTrFXuoMcQ9jOapuvrD8QQ=,5,23,female,7,2013-03-22
tq3ix2MjPgJkFZ37LGXe+ae+aHIJ0XPeclohuV4xHY8=,1,0,"",3,2013-05-24
g2qIiIcVdBW5zdWIivXdUKUfDhO+I60EkiUgBxLoN+w=,1,0,"",7,2013-05-29
OYEPbfAnC6eH51v98mK3H0sNrxWbSzVz0kMQI2ozzW4=,6,19,male,3,2013-06-20
nU2KKzy8dxQhsp3g/Q6MxUiSvYR3wtd3VaTYLTm9YGw=,1,0,"",7,2015-10-22
VQr/BRvgSsVI8HoF+FsDUIBLjPeyFRwwXQGm3MD7nRQ=,6,50,female,7,2015-10-30
bgXxRCeKG79kuZVwCf4byQgiYZpBQGRVRS+OB93NIuY=,15,25,male,9,2009-02-04
b3wPVjMXwp8ozidF2X8Q/3TgEqm7INciW2a8thgqCIE=,1,0,"",3,2013-08-24
cq+NrB+QCgK6+p0SyEMwo92Yc4tKSZLpX/FOyElRVp0=,13,21,male,4,2016-08-16
lWPcH22+1IOMubzKT77yA3DcxPYJADzk6e4e+QZr03M=,1,0,"",4,2016-09-12
TiIeeqMNsaEFnvlw7p/7hm/76jxc4kOTUY1S671fRw0=,1,18,"",4,2016-09-16
MU+kOnRVEnBz7431iMvuTurmpvqVCr9p9ImgOplYmyQ=,15,24,male,7,2016-09-17
pY4p1N4ccGM+Auzhj/reipa/DqnSL3/AQMWM6F+6nWE=,1,0,"",7,2016-06-04
mSGSAOsoAZl1aEpv/j+7+v7Xiam6N/TWzrfGa5IGx8w=,1,0,"",4,2016-05-02
1aCmDts8/FfzPjhKFrQRvuOogM89iyrQYkE8XY/b6ZA=,1,0,"",4,2016-04-23
OUoOBn0lm9SsVn/JNT/I3E0Z8ME1efLCEBsXXRKZrFA=,1,0,"",7,2015-12-05
Hm96ntysXAAZVilp77eelxA85hvliZ5uXZ2PfzfZ9iQ=,1,0,"",7,2015-09-02
BvYP1YOmMm1jTtUBO4WRYLR2+OQ0M0oVqkSxI18YA4c=,15,0,"",4,2015-10-08
Nn32wtIX3ZWQH6vuGZJpguuumgXOjcxAk48/SJte+Og=,4,20,female,4,2017-01-31
C+lfQxbyfhQtFZC8bGnUaC7KLCdC2hJfaoVgXJJue/g=,13,53,female,9,2009-07-11
O/yl9y3SMxtF90Yb1p2JzMGeB+Hg0LloNlku9ihHzN8=,1,0,"",7,2014-02-12
IAb98FJ2Hho6DKEASdeSGiVV+LP8iKj7wr54jKmkFQE=,22,33,male,9,2004-08-24
5wzhV7r13eVtgSR1NynqdbIrfimVbA/XJjhfsrS7QZ0=,13,28,female,7,2013-09-24
KLHUlewZKSpi6KiTReK4Kzu+XH2aONpkXawJ8Q7yKO4=,1,0,"",9,2014-11-28
/T3414P3P0vHuvBUxBP1HjbEsGMoteTb/qiQbx1Dg+E=,5,28,male,9,2014-12-18
IPFAQuUutmLoiw1RDhOWYXSF/+kTcNeFVo11mRgAB7E=,13,56,female,9,2013-02-14
kiFycy+FZAQ3OuRZwRkdk1eq0pejOLtVh4PPXJJHtKo=,1,0,"",3,2013-02-26
Mtm2KifxQ1lxmytmRfyLFZTwXnQAIYMGBPlqzxxvX4s=,4,20,"",3,2013-04-10
/f/pSIcy+hqGxC6WtyRRbt/rGRa5yY4v/u22B8NKeIA=,13,30,male,3,2013-04-22
CGR3zyxW1pj7rfq7loBj669wYcHDBKF4Sg6oDql3c1E=,4,23,male,3,2013-02-14
R9RGuo0hqQkNTJUIG9hehAl5XU0CaZ8JC0kZItAbYcg=,5,48,female,9,2013-03-08
yPHZ9AAZZ0khe2zMa5sP5NLl9Ud9s+fiSyx+k2L5aA0=,1,0,"",7,2013-07-27
8se8MmJTGeqPVixzy5jRYTGmbmpg9smrAdVV9t2Rof4=,1,0,"",4,2015-10-18
LyCkA5G+oil7LCjIVoreLMLP3NSPJYGOsnkuIlZfngA=,1,16,female,3,2015-06-14
1VU+pdVnY9qW31Z2SVkf64ZP6FC0iBQkGXxCmYL0D6s=,13,25,male,9,2015-07-03
s8JvSIRWwjGwLOsC9OO8JaW0e8BdHr5Y8GrdXjIzQk0=,1,0,"",7,2015-07-18
T57G65GKyFfULIyMFf5IEi9JcX/U+pByCU9qUeJXt+Q=,1,0,"",7,2015-12-08
MdPqRFycP8xfdfej1UtW36QJnOQOo5Q7ExutSXLOxug=,1,0,"",4,2015-12-20
4QcE6OQJ357myzd4WY6O9unfuOqSnZuWvIVXP/ujaxs=,5,31,female,9,2005-03-12
7DAkxHjKBeegsM9sH9pPgGgQnE4bMOPNoI+P1yXVez4=,1,0,"",7,2016-01-01
RgpkldF5DO3T0u0/J0BH5wI8EofDBwEOPP1mKuKHpfo=,1,0,"",7,2017-01-19
52MrGvrx4NJyO0tikJDq/MpmtKZHCeHGQZJuc4d+7eE=,5,22,male,3,2017-01-29
5i+EzyjOml6Y7Wj9+jdH/pnSgUvzL6EX2dv5kC/O9Zc=,5,48,male,7,2017-02-14
prSAcNvPA2m9BwX5e1NvxVtOXT76U5ci84DhcJ/0XM4=,1,0,"",7,2013-10-31
0mG5ggJk4c61KAGuwwCkaikeT46hv9TtV8FJM03AgjE=,13,0,female,9,2011-06-05
Id1CZ8mr4hFaYa21h0iw5m9bo41C9dg1fVnkYNJG1Qw=,1,0,"",4,2016-05-15
lxuv68TEhNLdVaBJdU9R2N2Z9MOMhOAIqZNNtq3hR4c=,1,0,"",9,2015-05-04
9EnzK/cI/kYlzwXSTBRIwIVLxPpIVz96L2b6w1vrjXs=,13,22,male,4,2016-01-14
bpg3gO9A83A+AT9CsWO/zImbyCsfzNlGMf8Pg9EC/Gs=,1,0,"",7,2016-01-16
YzXZgCeFu0O4mWEOhj0ICeyfQmsqtD+9fTTuUOetdbM=,1,0,"",4,2016-01-17
XI4xPaKEnHuPZlsXDIpI5yLtfoWGxwF5lQIbSPFB9io=,1,0,"",9,2015-06-04
OcQ1YTpIHSDQNNfjwKC8hJaYvi0b439c+bUY6uwUzn8=,1,0,"",4,2016-08-25
BhYlTcpTEXzVvUn9AUd9aMaLRqVdSMXbduO8eJeKaFY=,1,0,"",4,2016-09-10
0DACyUYX1sDeaZkRUAI/NYQj43RIIhAD0YQgYVQFSWo=,1,0,"",7,2016-09-19
iCUyHogej8Bew13EetIAfMOqWjkSixOtcU/dMclzoDc=,4,19,male,4,2016-09-22
pBdXPbbK8JZCefe9Cxg8KkhIZjYWc10qp+TV+sZ391Y=,1,0,"",4,2015-12-10
